"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0134","c0136","c0138","c0140","c0142","c0144","c0146","c0150","c0158","c0162","c0166","c0170","c0174","c0176","c0186","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_yy","strata","fr_urban","fr_size","finalwgt","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0134","ic0136","ic0138","ic0140","ic0142","ic0144","ic0146","ic0150","ic0158","ic0162","ic0166","ic0170","ic0174","ic0176","ic0186","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572"
"11",19,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,2,2,1,2,2,2,2,1,2,1,2,2,2,3,2,3,3,3,3,3,3,2,3,2,3,3,4,2,5,2,5,2,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,20,20,65,2,4,3,94,37,58,"04242006",2006,232,"Suburb","500 - 999",14.551441820232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18
"12",20,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,2,3,3,3,3,3,3,3,3,2,3,3,5,4,5,5,5,4,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,10,30,50,1,3,3,96,63,49,"05022006",2006,232,"Suburb","500 - 999",14.551441820232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",21,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,3,3,1,2,2,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,4,5,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,1,2,1,2,1,1,2,-1,45,20,45,6,4,3,97,28,33,"03222006",2006,121,"City","300 - 499",68.8416314784737,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,13
"14",24,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,3,3,2,3,3,1,1,2,1,2,2,4,3,4,2,5,1,5,1,2,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,1,1,1,1,2,-1,3,65,45,8,2,3,95,19,3,"03202006",2006,222,"Suburb","300 - 499",18.1179397299039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",25,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,2,3,1,3,2,1,2,3,2,2,2,5,3,4,3,4,4,5,2,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,-1,1,1,1,2,12,65,50,7,3,3,90,15,10,"04202006",2006,224,"Rural","300 - 499",20.1605182415931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",27,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,5,5,5,5,5,5,5,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,-1,1,2,1,2,8,90,95,3,3,3,94,11,10,"03212006",2006,131,"City","500 - 999",52.5929527953365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",28,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,3,3,1,1,2,1,1,2,1,2,1,2,1,2,2,1,3,2,3,3,2,3,2,2,3,3,1,3,3,4,3,4,4,5,4,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,2,1,1,1,1,2,-1,6,75,65,8,3,3,94,37,48,"04022006",2006,232,"Suburb","500 - 999",14.551441820232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",29,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,4,4,2,1,1,2,2,2,2,1,1,2,1,2,2,2,3,1,3,3,3,3,2,3,2,3,1,3,3,4,4,5,4,5,4,5,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,10,85,90,4,3,3,95,84,69,"04242006",2006,134,"Rural","500 - 999",60.7929621344576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",30,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,3,3,3,3,2,3,3,3,3,3,1,3,2,4,4,4,4,4,1,5,1,2,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,11,23,53,7,2,2,93,93,70,"04052006",2006,122,"Suburb","300 - 499",65.9652573320666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",31,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,4,4,1,2,2,2,2,2,2,2,1,1,1,2,2,1,3,2,2,3,3,3,3,2,3,3,3,3,3,4,4,4,4,5,4,5,2,-1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,10,80,70,0,3,3,94,10,20,"03202006",2006,121,"City","300 - 499",68.8416314784737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",32,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,5,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,5,4,5,4,5,4,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,2,1,1,1,2,2,-1,10,60,60,5,3,3,96,11,7,"03222006",2006,324,"Rural","300 - 499",22.3141668185176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",34,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,3,3,1,1,2,2,2,2,2,2,1,1,1,2,1,1,3,2,3,3,3,3,3,1,2,3,3,3,3,4,3,4,4,5,4,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,10,75,60,14,3,3,97,4,3,"05022006",2006,232,"Suburb","500 - 999",14.551441820232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",35,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,3,3,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,3,3,3,3,1,3,3,3,3,3,5,3,4,4,5,3,5,2,-1,1,2,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,4,75,75,6,3,3,94,11,13,"04252006",2006,212,"Suburb","Less than 300",24.9979811594792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"24",36,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,3,4,2,1,2,1,1,2,2,2,1,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,3,5,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,-1,2,-1,1,1,2,-1,1,75,85,6,3,3,95,60,16,"03272006",2006,122,"Suburb","300 - 499",65.9652573320666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",37,1,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,2,1,2,1,1,2,1,1,1,1,1,1,3,2,2,3,2,3,2,2,3,3,2,3,3,4,4,4,5,5,4,5,2,-1,2,-1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,3,95,90,6,3,3,97,30,15,"03202006",2006,242,"Suburb","1,000 or more",10.6969963155044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",40,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,5,4,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,39,35,80,8,4,3,95,116,175,"04042006",2006,334,"Rural","500 - 999",13.1620261323337,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",42,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,4,5,4,5,2,-1,2,-1,1,2,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,10,60,70,3,3,3,98,33,19,"03272006",2006,114,"Rural","Less than 300",116.169308517055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",43,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,3,5,2,1,1,1,1,2,2,2,1,1,1,2,2,1,3,1,2,3,2,3,2,2,2,2,2,2,2,4,4,4,4,5,4,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,10,65,90,7,3,3,97,7,5,"04102006",2006,213,"Town","Less than 300",22.6691934909763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",44,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,3,3,4,2,3,3,3,2,2,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,3,20,40,7,3,3,95,20,15,"04102006",2006,232,"Suburb","500 - 999",16.5357522871933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",45,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,3,2,3,3,2,2,4,2,4,2,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,10,35,10,5,4,3,95,36,24,"03212006",2006,323,"Town","300 - 499",18.8151497353946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
